0.527,0.052,2
0.482,0.412,2
0.674,0.525,2
0.394,0.015,2
0.448,0.119,2
0.114,0.236,2
0.51,0.031,2
0.1,0.268,2
0.422,0.485,2
0.005,0.162,2
0.53,0.305,2
0.5,0.181,0
0.483,0.063,2
0.58,0.504,2
0.661,0.398,2
0.707,0.509,2
0.528,0.056,2
0.503,0.082,2
0.347,0.417,1
0.493,0.435,2
0.005,0.189,2
0.003,0.113,2
0.016,0.146,2
0.079,0.198,2
0.071,0.166,2
0.028,0.112,2
0.002,0.207,2
0.009,0.138,2
0.574,0.079,2
0.565,0.435,2
0.452,0.022,2
0.046,0.247,2
0.472,0.064,2
0.521,0.306,2
0.492,0.398,2
0.531,0.398,2
0.059,0.09,2
0.698,0.411,2
0.498,0.497,2
0.541,0.016,2
0.558,0.076,2
0.723,0.461,2
0.492,0,2
0.732,0.421,2
0.532,0.404,2
0.545,0.122,2
0.451,0.002,2
0.078,0.146,2
0.465,0.11,2
0.726,0.416,2
0.65,0.496,2
0.695,0.482,2
0.707,0.509,2
0.368,0.424,2
0.453,0.459,2
0.1,0.296,2
0.125,0.146,2
0.543,0.004,2
0.034,0.116,2
0.732,0.503,2
0.541,0.054,2
0.085,0.226,2
0.545,0.079,2
0.44,0.056,2
0.514,0.033,2
0.421,0.484,2
0.052,0.207,2
0.448,0.333,2
0.792,0.514,2
0.399,0.094,2
0.063,0.201,2
0.044,0.191,2
0.494,0.438,2
0.764,0.481,2
0.438,0.117,2
0.714,0.524,2
0.599,0.342,2
0.783,0.366,2
0.474,0.042,2
0.715,0.539,2
0.685,0.468,2
0.382,0.061,2
0.765,0.488,2
0.467,0.338,2
0.562,0.387,2
0.416,0.415,2
0.597,0.155,0
0.697,0.393,2
0.394,0.021,2
0.026,0.237,2
0.452,0.033,2
0.746,0.472,2
0.422,0.374,2
0.562,0.365,2
0.791,0.546,2
0.043,0.17,2
0.701,0.431,2
0.596,0.021,2
0.511,0.022,2
0.537,0.017,2
0.799,0.395,2
0.01,0.158,2
0.477,0.038,2
0.496,0.344,2
0.767,0.536,2
0.65,0.315,0
0.001,0.216,2
0.424,0.485,2
0.771,0.432,2
0.511,0.422,2
0.559,0.175,0
0.547,0.062,2
0.756,0.419,2
0.758,0.498,2
0.584,0.047,2
0.064,0.163,2
0.03,0.067,2
0.689,0.39,2
0.489,0.332,2
0.47,0.005,2
0.068,0.157,2
0.447,0.024,2
0.004,0.277,2
0.074,0.133,2
0.037,0.111,2
0.018,0.04,2
0.489,0.056,2
0.022,0.138,2
0.384,0.085,2
0.554,0.364,2
0.022,0.169,2
0.702,0.383,2
0.469,0.475,2
0.531,0.035,2
0.509,0.034,2
0.037,0.246,2
0.54,0.38,2
0.037,0.085,2
0.467,0.538,2
0.703,0.476,2
0.1,0.164,2
0.475,0.064,2
0.418,0.054,2
0.604,0.337,1
0.808,0.529,2
0.057,0.143,2
0.524,0.472,2
0.447,0.399,2
0.093,0.17,2
0.517,0.46,2
0.046,0.1,2
0.683,0.401,2
0.674,0.43,2
0.617,0.067,1
0.773,0.439,2
0.449,0.052,2
0.677,0.424,2
0.53,0.535,2
0.031,0.197,2
0.013,0.123,2
0.471,0.394,2
0.009,0.192,2
0.653,0.418,2
0.661,0.475,2
0.072,0.203,2
0.463,0.442,2
0.135,0.098,1
0.036,0.134,2
0.531,0.003,2
0.562,0.445,2
0.534,0.064,2
0.776,0.637,0
0.499,0.428,2
0.016,0.136,2
0.549,0.38,2
0.115,0.162,2
0.519,0.029,2
0.014,0.189,2
0.512,0.589,0
0.807,0.487,2
0.712,0.387,2
0.436,0.058,2
0.032,0.184,2
0.082,0.079,2
0.712,0.55,2
0,0.164,2
0.524,0.368,2
0.485,0.073,2
0.03,0.243,2
0.773,0.594,1
0.114,0.224,2
0.43,0.002,2
0.485,0.011,2
0.54,0.436,2
0.031,0.12,2
0.012,0.155,2
0.562,0.029,2
0.837,0.41,1
0.554,0.365,2
0.487,0.504,2
0.467,0.096,2
0.458,0.009,2
0.528,0.366,2
0.773,0.452,2
0.581,0.421,2
0.729,0.426,2
0.543,0.479,2
0.728,0.463,2
0.503,0.069,2
0.653,0.014,1
0.553,0.103,2
0.531,0.134,2
0.759,0.543,2
0.569,0.04,2
0.456,0.543,1
0.705,0.457,2
0.607,0.545,1
0.021,0.237,2
0.365,0.188,0
0.458,0.39,2
0.572,0.03,2
0.35,0.026,1
0.032,0.208,2
0.662,0.5,2
0.074,0.207,2
0.043,0.121,2
0.396,0.026,2
0.603,0.01,2
0.494,0.384,2
0.69,0.482,2
0.438,0.028,2
0.057,0.211,2
0.128,0.177,2
0.481,0.117,2
0.797,0.47,2
0.409,0.474,2
0.678,0.51,2
0.752,0.514,2
0.006,0.173,2
0.114,0.132,2
0.76,0.461,2
0.023,0.22,2
0.468,0.084,2
0.455,0.046,2
0.49,0.477,2
0.441,0.477,2
0.07,0.17,2
0.48,0.095,2
0.008,0.149,2
0.63,0.005,2
0.51,0.403,2
0.533,0.378,2
0.461,0.433,2
0.706,0.442,2
0.728,0.444,2
0.029,0.232,2
0.007,0.092,2
0.443,0.073,2
0.546,0.02,2
0.747,0.5,2
0.474,0.468,2
0.017,0.243,2
0,0.295,2
0.031,0.189,2
0.759,0.437,2
0.069,0.133,2
0.506,0.082,2
0.481,0.014,2
0.534,0.307,2
0.127,0.194,2
0.517,0.436,2
0.444,0.405,2
0.015,0.133,2
0.742,0.545,2
0.021,0.076,2
0.063,0.169,2
0.127,0.22,2
0.691,0.382,2
0.447,0.012,2
0.761,0.388,2
0.461,0.45,2
0.44,0.358,2
0.397,0.047,2
0.1,0.238,2
0.458,0.008,2
0.787,0.46,2
0.716,0.502,2
0.035,0.205,2
0.537,0.049,2
0.501,0.052,2
0.544,0.028,2
0.738,0.487,2
0.528,0.013,2
0.472,0.078,2
0.848,0.445,2
0.484,0.068,2
0.554,0.036,2
0.076,0.084,2
0.684,0.449,2
0.667,0.472,2
0.48,0.371,2
0.026,0.128,2
0.781,0.52,2
0.553,0.044,2
0.482,0.143,2
0.515,0.091,2
0.56,0.057,2
0.542,0.542,1
0.005,0.244,2
0.045,0.113,2
0.461,0.431,2
0.553,0.375,2
0.356,0.425,1
0.476,0.423,2
0.403,0.382,2
0.384,0.13,1
0.006,0.247,2
0.586,0.325,1
0.443,0.078,2
0.482,0.106,2
0.667,0.495,2
0.042,0.209,2
0.457,0.416,2
0.004,0.22,2
0.025,0.17,2
0.391,0.011,2
0.73,0.542,2
0.017,0.194,2
0.435,0.394,2
0.021,0.121,2
0.007,0.243,2
0.475,0.503,2
0.46,0.398,2
0.055,0.175,2
0.033,0.232,2
0.708,0.39,2
0.731,0.504,2
0.397,0.001,2
0.406,0.344,2
0.788,0.503,2
0.842,0.426,1
0.636,0.444,2
0.495,0.378,2
0.484,0.357,2
0.001,0.072,2
0.468,0.068,2
0.61,0.4,2
0.731,0.453,2
0.095,0.104,2
0.532,0.027,2
0.747,0.45,2
0.403,0.405,2
0.813,0.468,2
0.537,0.416,2
0.056,0.152,2
0.768,0.527,2
0.56,0.439,2
0.478,0.356,2
0.708,0.553,2
0.468,0.067,2
0.517,0.359,2
0.507,0.022,2
0.581,0.104,2
0.504,0.032,2
0.032,0.127,2
0.001,0.167,2
0.062,0.26,2
0.521,0.012,2
0.433,0.039,2
0.516,0.02,2
0.477,0.44,2
0.073,0.283,2
0.051,0.199,2
0.488,0.481,2
0.02,0.22,2
0.067,0.169,2
0.453,0.103,2
0.585,0.54,1
0.106,0.184,2
0.693,0.516,2
0.022,0.19,2
0.09,0.131,2
0.457,0.086,2
0.401,0.033,2
0.531,0.033,2
0.509,0.481,2
0.593,0.123,1
0.491,0.4,2
0.555,0.015,2
0.763,0.522,2
0.651,0.346,1
0.472,0.063,2
0.453,0.038,2
0.154,0.249,1
0.753,0.506,2
0.014,0.222,2
0.404,0.041,2
0.087,0.136,2
0.052,0.034,2
0.697,0.442,2
0.547,0.379,2
0.147,0.13,1
0.723,0.433,2
0.741,0.451,2
0.681,0.496,2
0.424,0.081,2
0.653,0.014,1
0.398,0.39,2
0.447,0.002,2
0.815,0.496,2
0.478,0.023,2
0.634,0.327,1
0.424,0.018,2
0.513,0.156,1
0.447,0.079,2
0.05,0.093,2
0.444,0.436,2
0.565,0.044,2
0.457,0.322,2
0.51,0.464,2
0.468,0.009,2
0.74,0.35,2
0.07,0.134,2
0.165,0.145,1
0.522,0.452,2
0.398,0.388,2
0.649,0.448,2
0.104,0.145,2
0.552,0.06,2
0.652,0.419,2
0.684,0.512,2
0.799,0.511,2
0.834,0.324,0
0.509,0.486,2
0.539,0.067,2
0.507,0.427,2
0.561,0.049,2
0.784,0.424,2
0.735,0.451,2
0.509,0.483,2
0.462,0.428,2
0.668,0.436,2
0.524,0.004,2
0.787,0.496,2
0.113,0.167,2
0.47,0.061,2
0.777,0.448,2
0.585,0.016,2
0.003,0.196,2
0.746,0.437,2
0.758,0.494,2
0.496,0.389,2
0.117,0.17,2
0.749,0.476,2
0.513,0.083,2
0.416,0.474,2
0.433,0.103,2
0.023,0.199,2
0.496,0.068,2
0.336,0.461,0
0.703,0.422,2
0.028,0.201,2
0.649,0.413,2
0.478,0.012,2
0.623,0.544,2
0.007,0.157,2
0.532,0.44,2
0.502,0.453,2
0.711,0.491,2
0.566,0.064,2
0.518,0.077,2
0.68,0.481,2
0.011,0.127,2
0.486,0.072,2
0.031,0.229,2
0.549,0.378,2
0.609,0.355,2
0.708,0.56,2
0.521,0.001,2
0.515,0.421,2
0.545,0.413,2
0.014,0.242,2
0.454,0.461,2
0.507,0.515,2
0.091,0.166,2
0.521,0.5,2
0.529,0.492,2
0.48,0.332,2
0.55,0.09,2
0.084,0.145,2
0.49,0.405,2
0.703,0.398,2
0.04,0.039,2
0.708,0.44,2
0.076,0.174,2
0.029,0.189,2
0.72,0.573,2
0.658,0.627,0
0.797,0.425,2
0.645,0.505,2
0.839,0.469,2
0.819,0.387,1
0.59,0.485,2
0.727,0.378,2
0.478,0.035,2
0.877,0.467,1
0.112,0.224,2
0.847,0.45,2
0.526,0.037,2
0.744,0.469,2
0.011,0.124,2
0.671,0.437,2
0.406,0.04,2
0.506,0.317,2
0.365,0.458,1
0.074,0.128,2
0.526,0.018,2
0.646,0.456,2
0.653,0.443,2
0.462,0.588,0
0.316,0.384,0
0.459,0.009,2
0.029,0.223,2
0.411,0.383,2
0.734,0.394,2
0.034,0.108,2
0.542,0.046,2
0.366,0.473,2
0.763,0.477,2
0.749,0.442,2
0.344,0.397,1
0.001,0.214,2
0.067,0.278,2
0.819,0.526,2
0.495,0.41,2
0.457,0.048,2
0.546,0.427,2
0.472,0.061,2
0.427,0.347,2
0.406,0.071,2
0.562,0.099,2
0.774,0.412,2
0.495,0.003,2
0.489,0.438,2
0.516,0.351,2
0.419,0.316,2
0.088,0.166,2
0.613,0.385,2
0.484,0.154,2
0.483,0.053,2
0.063,0.13,2
0.001,0.182,2
0.576,0.053,2
0.457,0.024,2
0.676,0.533,2
0.009,0.14,2
0.452,0.441,2
0.486,0.125,2
0.511,0.06,2
0.027,0.17,2
0.581,0.418,2
0.776,0.422,2
0.478,0.365,2
0.413,0.063,2
0.421,0.047,2
0.009,0.221,2
0.695,0.452,2
0.085,0.086,2
0.543,0.348,2
0.582,0.506,2
0.713,0.499,2
0.776,0.42,2
0.022,0.117,2
0.574,0.064,2
0.559,0.35,2
0.49,0.005,2
0.013,0.075,2
0.536,0.09,2
0.019,0.189,2
0.458,0.016,2
0.748,0.514,2
0.041,0.199,2
0,0.254,2
0.394,0.345,1
0.605,0.511,2
0.521,0.432,2
0.013,0.051,2
0,0.122,2
0.819,0.434,2
0.506,0.44,2
0.514,0.089,2
0.394,0.3,2
0.468,0.003,2
0.035,0.112,2
0.467,0.009,2
0.811,0.468,2
0.416,0,2
0.743,0.407,2
0.516,0.422,2
0.729,0.434,2
0.752,0.378,2
0.716,0.605,1
0.022,0.24,2
0.026,0.064,2
0.029,0.152,2
0.034,0.159,2
0.523,0.471,2
0.003,0.169,2
0.714,0.353,2
0.456,0.427,2
0.707,0.403,2
0.771,0.435,2
0.617,0.38,2
0.554,0.074,2
0.073,0.159,2
0.067,0.111,2
0.547,0.488,2
0.753,0.419,2
0.481,0.082,2
0.097,0.136,2
0.062,0.129,2
0.427,0.008,2
0.49,0.406,2
0.686,0.479,2
0.434,0.322,2
0.654,0.422,2
0.034,0.246,2
0.539,0.005,2
0.423,0.497,2
0.714,0.37,2
0.712,0.544,2
0.45,0.214,0
0.021,0.279,2
0.015,0.149,2
0.43,0.089,2
0.447,0.037,2
0.773,0.414,2
0.039,0.214,2
0.453,0.058,2
0.676,0.446,2
0.487,0.441,2
0.749,0.449,2
0.487,0.374,2
0.452,0.035,2
0.09,0.215,2
0.418,0.458,2
0.388,0.008,2
0.582,0.425,2
0.458,0.05,2
0.052,0.079,2
0.397,0.48,2
0.044,0.251,2
0.061,0.04,2
0.487,0.331,2
0.53,0.439,2
0.491,0.413,2
0.083,0.127,2
0.521,0.005,2
0.696,0.459,2
0.001,0.172,2
0.753,0.433,2
0.561,0.5,2
0.47,0.344,2
0.553,0.005,2
0.035,0.291,2
0.541,0.396,2
0.609,0.043,2
0.604,0.369,2
0.088,0.063,2
0.089,0.165,2
0.093,0.244,2
0.049,0.16,2
0.07,0.227,2
0.018,0.075,2
0.498,0.3,2
0.007,0.22,2
0.643,0.48,2
0.754,0.488,2
0.486,0.463,2
0.031,0.222,2
0.412,0.307,2
0.005,0.13,2
0.045,0.154,2
0.073,0.16,2
0.038,0.148,2
0.764,0.543,2
0.562,0.463,2
0.56,0.478,2
0.466,0.417,2
0.422,0.056,2
0.811,0.502,2
0.512,0.394,2
0.488,0.434,2
0.702,0.358,2
0.566,0.39,2
0.097,0.038,1
0.54,0.501,2
0.014,0.217,2
0.489,0.035,2
0.852,0.522,1
0.537,0.447,2
0.796,0.422,2
0.43,0.438,2
0.474,0.374,2
0.316,0.011,0
0.056,0.244,2
0.068,0.172,2
0.049,0.129,2
0.482,0.089,2
0.482,0.147,2
0.428,0.121,2
0.69,0.437,2
0.419,0.056,2
0.416,0.017,2
0.02,0.158,2
0.552,0.078,2
0.843,0.47,2
0.527,0.099,2
0.53,0.018,2
0.009,0.221,2
0.535,0.384,2
0.658,0.451,2
0.507,0.505,2
0.014,0.174,2
0.478,0.397,2
0.393,0.069,2
0.481,0.453,2
0.014,0.223,2
0.53,0.403,2
0.747,0.54,2
0.451,0.401,2
0.034,0.116,2
0.737,0.379,2
0.785,0.388,2
0.386,0.412,2
0.485,0.368,2
0.416,0.069,2
0.5,0.009,2
0.457,0.004,2
0.491,0.011,2
0.513,0.166,1
0.453,0.064,2
0.01,0.252,2
0.43,0.05,2
0.45,0.031,2
0.049,0.205,2
0.434,0.418,2
0.527,0.336,2
0.431,0.003,2
0.006,0.057,2
0.457,0.56,1
0.01,0.201,2
0.708,0.432,2
0.588,0.055,2
0.048,0.211,2
0.701,0.544,2
0.621,0.472,2
0.451,0.031,2
0.056,0.232,2
0.773,0.389,2
0.746,0.528,2
0.596,0.453,2
0.12,0.16,2
0.479,0.473,2
0.451,0.336,2
0.036,0.093,2
0.48,0.062,2
0.672,0.543,2
0.421,0.065,2
0.415,0.446,2
0.484,0.301,2
0.511,0.433,2
0.093,0.27,2
0.474,0.382,2
0.419,0.457,2
0.686,0.591,1
0.006,0.182,2
0.489,0.423,2
0.024,0.191,2
0.048,0.102,2
0.415,0.377,2
0.425,0.008,2
0.667,0.501,2
0.511,0.501,2
0.01,0.129,2
0.801,0.426,2
0.495,0.112,2
0.712,0.494,2
0.746,0.403,2
0.41,0.468,2
0.52,0.028,2
0.018,0.282,2
0.316,0.367,0
0.522,0.406,2
0.113,0.145,2
0.015,0.332,1
0.751,0.472,2
0.654,0.585,1
0.437,0.413,2
0.018,0.061,2
0.493,0.001,2
0.561,0.035,2
0.539,0.414,2
0.061,0.278,2
0.759,0.446,2
0.622,0.393,2
0.458,0.361,2
0.603,0.435,2
0.548,0.06,2
0.008,0.194,2
0.407,0.375,2
0.454,0.406,2
0.486,0.487,2
0.542,0.418,2
0.093,0.156,2
0.043,0.198,2
0.397,0.07,2
0.728,0.466,2
0.754,0.372,2
0.389,0.452,2
0.479,0.006,2
0.456,0.469,2
0.001,0.263,2
0.12,0.204,2
0.351,0.464,1
0.826,0.425,2
0.786,0.447,2
0.446,0.065,2
0.753,0.344,2
0.363,0.293,0
0.547,0.061,2
0.668,0.458,2
0.482,0.055,2
0.518,0.044,2
0.786,0.407,2
0.473,0.412,2
0.731,0.509,2
0.395,0.391,2
0.462,0.041,2
0.037,0.284,2
0.047,0.219,2
0.415,0.006,2
0.453,0.008,2
0.741,0.416,2
0.453,0.002,2
0.423,0.006,2
0.067,0.163,2
0.499,0.027,2
0.498,0.108,2
0.036,0.051,2
0.1,0.201,2
0.774,0.42,2
0.684,0.365,2
0.019,0.082,2
0.524,0.032,2
0.012,0.163,2
0.737,0.529,2
0.461,0.469,2
0.028,0.236,2
0.823,0.513,2
0.527,0.061,2
0.003,0.142,2
0.546,0.059,2
0.435,0.008,2
0.746,0.471,2
0.021,0.059,2
0.712,0.481,2
0.453,0.389,2
0.038,0.258,2
0.449,0.278,1
0.555,0.359,2
0.439,0.409,2
0.594,0.03,2
0.447,0.008,2
0.823,0.587,0
0.038,0.111,2
0.041,0.177,2
0.421,0.414,2
0.461,0.464,2
0.685,0.572,2
0.007,0.287,2
0.368,0.113,1
0.414,0.029,2
0.763,0.436,2
0.522,0.396,2
0.736,0.474,2
0.442,0.373,2
0.081,0.098,2
0.069,0.241,2
0.48,0.094,2
0.443,0.101,2
0.471,0.044,2
0.003,0.322,1
0.524,0.099,2
0.006,0.18,2
0.516,0.105,2
0.839,0.457,2
0.5,0.022,2
0.44,0.061,2
0.541,0.56,1
0.456,0.037,2
0.839,0.457,2
0.03,0.187,2
0.8,0.484,2
0.544,0.064,2
0.483,0.006,2
0.788,0.425,2
0.655,0.395,2
0.502,0.399,2
0.367,0.018,2
0.744,0.423,2
0.473,0.027,2
0.644,0.44,2
0.464,0.421,2
0.044,0.056,2
0.399,0.024,2
0.075,0.198,2
0.055,0.21,2
0.524,0.34,2
0.492,0.084,2
0.472,0.404,2
0.583,0.003,2
0.575,0.111,2
0.397,0.087,2
0.529,0.074,2
0.076,0.109,2
0.302,0.112,0
0.395,0.43,2
0.441,0.358,2
0.719,0.494,2
0.14,0.154,2
0.5,0.016,2
0.807,0.438,2
0.559,0.117,2
0.707,0.379,2
0.75,0.565,2
0.823,0.52,2
0.528,0.004,2
0.038,0.236,2
0.439,0.367,2
0.656,0.542,2
0.48,0.373,2
0.387,0.306,1
0.472,0.018,2
0.55,0.369,2
0.51,0.47,2
0.09,0.222,2
0.508,0.476,2
0.019,0.155,2
0.485,0.364,2
0.671,0.428,2
0.726,0.442,2
0.168,0.165,0
0.552,0.417,2
0.431,0.053,2
0.659,0.452,2
0.46,0.415,2
0.043,0.165,2
0.469,0.026,2
0.768,0.515,2
0.439,0.009,2
0.502,0.035,2
0.388,0.01,2
0.012,0.109,2
0.02,0.113,2
0.501,0.512,2
0.633,0.456,2
0.799,0.574,1
0.458,0.008,2
0.002,0.226,2
0.469,0.385,2
0.446,0.039,2
0.11,0.162,2
0.769,0.432,2
0.089,0.056,2
0.429,0.068,2
0.619,0.574,1
0.659,0.449,2
0.466,0.498,2
0.019,0.207,2
0.499,0.089,2
0.701,0.486,2
0.715,0.541,2
0.406,0.048,2
0.035,0.146,2
0.412,0.283,1
0.74,0.437,2
0.716,0.563,2
0.001,0.238,2
0.028,0.2,2
0.386,0.486,2
0.613,0.461,2
0.523,0.033,2
0.489,0.109,2
0.711,0.445,2
0.781,0.377,2
0.02,0.21,2
0.761,0.448,2
0.756,0.468,2
0.022,0.178,2
0.733,0.493,2
0.713,0.467,2
0.05,0.15,2
0.503,0.401,2
0.535,0.028,2
0.454,0.418,2
0.385,0.4,2
0.543,0.417,2
0.478,0.482,2
0.071,0.057,2
0.76,0.496,2
0.441,0.119,2
0.482,0.375,2
0.656,0.53,2
0.437,0.015,2
0.613,0.516,2
0.643,0.345,1
0.433,0.441,2
0.536,0.009,2
0.512,0.4,2
0.039,0.165,2
0.081,0.153,2
0.557,0.054,2
0.021,0.206,2
0.459,0.059,2
0.438,0.463,2
0.694,0.519,2
0.51,0.346,2
0.476,0.013,2
0.513,0.436,2
0.485,0.067,2
0.751,0.545,2
0.406,0.006,2
0.522,0.493,2
0.115,0.021,1
0.517,0.447,2
0.365,0.007,2
0.76,0.51,2
0.485,0.363,2
0.509,0.017,2
0.413,0.05,2
0.426,0.353,2
0.046,0.216,2
0.646,0.464,2
0.594,0.458,2
0.635,0.399,2
0.526,0.018,2
0.752,0.501,2
0.734,0.485,2
0.457,0.458,2
0.011,0.255,2
0.397,0.412,2
